"","SRR18396491","SRR18396493","SRR18396494","SRR18396495","SRR18396500","SRR18396512"
"ETS2-2",0,0,0,0,0,0
"YLR251W",9897,11738,6878,3978,5107,3895
"YLR321C",489,757,429,393,395,340
"YLR327C",34899,54496,26679,20118,27646,20772
"YLR154C-H",0,0,0,0,0,0
"YLR247C",5042,6118,3379,3102,2844,4057
"YLR167W",2622,5643,2619,1844,2545,1696
"YLR220W",1020,1445,806,557,702,733
"YLR455W",516,736,513,342,389,306
"YLR282C",3,3,1,2,1,5
"YLR094C",2107,2599,1918,1427,1393,1763
"YLR272C",316,343,281,218,207,277
"YLR264C-A",55,66,32,30,33,34
"YLR338W",32,54,29,36,28,28
"YLR181C",566,779,584,426,479,479
"YLR458W",2,9,3,5,5,1
"YLR180W",350,321,277,240,169,282
"YLR250W",2344,3842,2233,1639,2069,1644
"YLR222C-A",4,4,0,4,0,3
"YLR424W",367,499,368,266,284,264
"YLR253W",1209,1494,1053,793,819,687
"YLR390W-A",21894,28807,20244,15454,17268,21057
"YLR233C",500,599,524,325,312,287
"YLR347W-A",0,0,0,0,0,0
"YLR117C",1546,1878,1554,1009,1066,1014
"YLR110C",2686,3077,3413,2150,2540,2285
"YLR072W",1666,2249,1426,1004,1042,1199
"YLR069C",753,1124,719,613,570,516
"YLR403W",5146,6179,4126,3298,3073,3609
"YLR008C",253,318,275,155,188,142
"YLR231C",3133,3399,2349,1591,1866,1721
"YLR264W",42,69,54,31,46,31
"YLR164W",1306,1926,1095,878,849,891
"YLR079W",2142,2518,2297,1295,1513,1365
"YLR103C",137,207,122,122,115,101
"YLR170C",0,0,0,0,1,0
"YLR228C",689,946,557,572,426,522
"YLL036C",1084,1328,886,680,725,714
"YLR467C-A",0,0,0,0,0,0
"YLR198C",1,1,0,0,0,0
"snR61",0,0,3,0,6,2
"YLR411W",177,284,151,134,134,106
"YLR056W",1281,2661,1332,1508,1122,1021
"YLR429W",3048,4780,2865,2506,2594,2504
"YLL060C",1892,2236,1715,1032,1356,1190
"YLR310C",5011,6780,4105,3418,3585,4139
"YLR342W",1249,2763,2120,1690,1956,1724
"YLR017W",757,1227,863,516,679,558
"tL(UAG)L2",1,0,0,0,0,0
"YLR304C",5789,6646,3227,2817,2643,3720
"YLL052C",39,87,40,29,43,41
"YLR027C",4682,4636,3537,2478,2480,3097
"YLR214W",755,883,936,611,684,548
"ITS2-2",2,4,2,4,1,1
"YLL062C",359,446,255,303,218,304
"YLR378C",1641,1891,1490,1053,1046,1367
"YLR023C",1493,2194,1781,980,1232,1222
"YLR425W",1322,1823,1592,840,1013,1041
"YLR073C",205,291,213,151,191,143
"YLL008W",1687,2773,2355,1649,1635,1286
"YLL063C",214,244,194,144,138,154
"YLR449W",970,1836,1194,1120,1097,888
"YLL046C",10,21,24,10,10,10
"YLR089C",5550,7151,3894,4100,3132,4758
"RDN18-1",0,0,0,0,0,0
"YLR020C",620,706,872,358,508,358
"YLR190W",809,936,766,582,569,521
"YLR045C",303,389,301,257,250,223
"YLR285W",239,419,233,232,194,174
"YLR322W",9,11,7,9,9,4
"YLR276C",1095,2008,1201,968,1062,843
"YLR346C",956,1675,1212,510,934,347
"YLR156W",0,0,0,0,0,0
"YLR135W",808,1102,858,629,638,643
"YLR261C",73,81,56,30,48,22
"YLL066C",8,5,11,5,4,7
"YLR077W",1183,1441,1096,664,745,897
"YLR144C",1324,1376,1131,682,781,751
"YLR414C",23160,22935,17859,13934,16081,13919
"YLR030W",979,1558,1007,721,721,760
"YLR301W",211,296,199,121,182,142
"YLR252W",1233,1484,812,498,572,467
"YLR427W",2044,2697,1807,1421,1480,1486
"YLR200W",888,1625,1115,550,865,429
"YLR150W",2231,4005,2300,1794,2087,2066
"YLL021W",1086,1916,1686,995,1124,913
"YLR078C",863,1070,894,413,624,381
"YLR153C",2616,3064,1710,1694,1428,1840
"YLR404W",286,432,221,240,209,234
"YLR014C",462,519,431,291,350,289
"YLL005C",799,1073,568,450,463,598
"tQ(UUG)L",4,1,0,3,0,4
"YLR262C",470,667,397,199,266,151
"YLR296W",2,5,5,0,1,0
"YLR234W",195,220,173,169,156,139
"YLR096W",1830,2349,1734,1236,1188,1376
"YLR271W",2979,3926,3389,1295,2184,1296
"YLR033W",804,1332,1066,555,631,547
"YLR278C",1416,2384,1537,1258,1352,1526
"YLL055W",1830,1994,1644,1185,1296,840
"YLR266C",1016,1503,859,712,766,725
"YLL030C",10,17,17,4,17,7
"YLR323C",586,878,699,483,496,348
"YLR007W",2448,3140,1895,1310,1610,1074
"YLR406C-A",10,8,4,1,3,4
"YLL015W",3334,3893,2517,2023,1825,2437
"YLR343W",220,244,275,146,157,129
"YLR269C",107,161,71,80,99,73
"tN(GUU)L",0,0,0,0,0,0
"YLR210W",129,193,155,141,130,111
"YLR058C",1525,2838,1570,1261,1327,1540
"YLR145W",234,245,273,139,136,134
"YLR080W",3120,3956,3836,1484,2567,1434
"YLR443W",452,742,358,341,419,321
"YLR325C",1562,3124,1513,1156,1666,964
"YLL006W",618,912,714,403,507,520
"YLR074C",1137,1705,1326,903,1037,854
"RDN5-5",0,0,0,0,0,0
"YLR311C",203,213,90,65,104,101
"YLR191W",992,1408,983,718,714,722
"YLR235C",0,0,0,0,0,0
"YLR364C-A",0,0,0,0,0,0
"ITS2-1",2,4,2,4,1,1
"YLR288C",870,1316,898,638,763,594
"YLL001W",1250,1744,1049,856,788,888
"YLR409C",661,1117,708,553,546,487
"YLR099C",6042,5725,5304,3323,3589,3541
"YLR131C",675,783,710,453,461,467
"YLR362W",2112,2776,2282,1254,1754,1359
"YLR256W",2237,2772,1879,1545,1505,1699
"YLR068W",385,761,528,287,472,177
"YLR101C",49,78,51,38,36,32
"YLR341W",6,13,20,7,16,25
"YLL054C",411,658,489,383,357,289
"YLR186W",208,367,271,185,207,157
"YLR143W",475,577,387,297,325,269
"YLR368W",1422,1937,1426,970,1083,1018
"YLR393W",289,444,273,234,210,286
"YLR176C",526,717,495,365,387,482
"YLR126C",184,356,171,143,142,136
"YLR099W-A",298,414,247,210,192,220
"YLR423C",1650,2335,1256,893,1118,870
"YLR357W",691,919,718,481,482,566
"YLR197W",759,1391,848,722,829,706
"ETS1-1",1,1,2,0,1,0
"YLR187W",1768,1918,1055,1090,990,1265
"RDN5-2",0,0,0,0,0,0
"YLL034C",409,640,566,330,388,260
"YLL023C",11046,10532,8172,5332,5186,8336
"YLR065C",327,443,302,157,206,196
"YLL031C",2053,2552,1932,1331,1318,1413
"YLR419W",1346,1762,1158,891,896,924
"YLR149C-A",168,308,185,187,154,122
"YLR294C",889,1388,825,617,652,633
"YLR405W",354,592,331,260,248,267
"YLR157C-C",0,0,0,0,0,0
"YLR463C",0,0,0,0,0,0
"YLR026C",690,1006,954,563,636,462
"YLR267W",2865,4918,2866,2477,2994,2273
"YLR093C",3790,5249,3300,2373,2751,2441
"YLR085C",610,955,611,514,474,480
"YLR246W",686,1116,760,597,573,548
"YLR433C",1709,2555,1642,1225,1403,1429
"YLR227C",371,574,315,226,277,264
"YLR012C",25,68,26,19,17,6
"YLR111W",26,31,36,22,7,26
"YLR152C",4515,6478,3890,3262,2746,4469
"YLR370C",3742,4080,3284,2099,2463,2482
"YLL026W",33036,36330,30204,16129,20698,25963
"YLR289W",495,598,468,302,358,312
"YLL066W-B",0,0,1,0,0,0
"YLR114C",1348,1732,1548,904,917,885
"YLR213C",458,532,418,395,322,207
"YLR146C",203,280,164,125,179,102
"YLR445W",12,19,18,12,17,9
"RDN18-2",0,0,0,0,0,0
"YLR169W",246,317,160,97,164,143
"YLR202C",76,87,71,41,35,29
"YLL053C",34,43,44,33,37,22
"YLR333C",241,359,236,174,210,148
"YLR082C",771,1027,692,467,509,455
"YLR193C",1286,1580,1042,709,756,939
"YLL043W",1792,2238,1746,1310,1436,1208
"YLR337C",4571,5163,3370,3000,2721,4137
"YLL066W-A",0,0,0,0,0,0
"YLR039C",952,1156,841,653,652,572
"YLR457C",360,536,539,260,351,246
"YLR377C",343,584,278,252,245,312
"YLR104W",843,1320,923,564,754,556
"YLR319C",890,1118,718,590,631,622
"YLR184W",0,3,1,2,6,5
"YLR317W",0,0,0,0,0,0
"YLL003W",1153,1628,1490,821,897,818
"YLR004C",383,676,534,316,382,309
"YLR407W",1709,2497,1499,1107,1412,917
"YLR336C",757,1225,826,629,577,539
"YLR430W",2583,3408,1882,1897,1750,2200
"YLR436C",2743,3206,2077,1691,1738,2096
"YLR347C",2112,2754,1981,1348,1617,1610
"YLR324W",1888,2445,1682,1342,1358,1529
"tV(AAC)L",6,13,0,6,5,0
"YLR460C",105,137,83,56,123,65
"YLR113W",1740,2176,1542,1154,1275,1342
"YLR046C",566,640,418,307,364,388
"YLR125W",45,70,46,33,51,37
"YLR196W",1370,1929,1365,1090,1180,861
"YLR363W-A",144,231,158,109,126,83
"YLL061W",1291,1542,889,985,748,1054
"YLR119W",562,600,824,291,424,260
"snR57",21,36,76,24,48,12
"YLL020C",14,13,8,5,10,11
"YLR163C",2611,2918,2377,1522,1648,1581
"YLL014W",114,232,159,78,128,55
"YLR129W",1073,1548,1144,852,820,684
"tD(GUC)L2",0,2,4,0,1,0
"YLR173W",2700,3539,2255,1603,1746,2045
"YLR090W",1320,1911,1206,1018,925,1062
"YLR286W-A",0,0,0,0,0,0
"snR55",9,10,13,1,5,2
"YLR259C",7131,8850,7544,4772,5403,5644
"YLR219W",7481,8716,6301,4696,4681,5822
"YLR401C",941,1581,1443,778,1031,729
"YLL058W",695,739,657,355,389,348
"YLR177W",1933,2075,1776,1127,1278,1145
"YLR415C",703,1004,615,687,814,453
"YLR467W",10,20,10,9,6,10
"YLR302C",17,10,16,12,7,13
"YLR185W",159,272,159,104,169,126
"YLR060W",1088,1525,1199,863,920,959
"YLR313C",72,106,46,70,78,80
"YLR303W",3074,2483,1778,1942,1281,2610
"YLR154W-B",0,0,0,0,0,0
"YLL029W",7461,9867,7100,4896,4962,6253
"YLL047W",4,8,2,3,4,2
"YLR285C-A",51,62,24,45,46,58
"YLR001C",2781,3318,2068,1636,1596,2021
"snR79",2,0,0,2,0,0
"YLR465C",0,0,0,0,0,0
"YLR015W",905,1398,950,744,749,659
"YLR432W",942,1343,918,602,743,761
"YLR081W",5881,7857,15745,2342,9142,4895
"YLR166C",1961,2143,1317,846,1014,797
"YLR383W",357,544,404,281,292,300
"YLR035C",867,1266,876,642,697,658
"YLR044C",17956,27617,29929,12608,18218,16683
"YLR293C",1581,2226,1634,1139,1306,1363
"YLR399W-A",0,0,0,0,0,0
"YLR192C",1904,3174,2239,1534,1828,1616
"YLR300W",2163,4564,3524,3008,3321,2000
"YLR098C",1193,1339,1110,762,906,731
"YLR448W",704,1265,684,702,683,543
"YLR381W",293,320,282,172,262,210
"YLR280C",0,0,0,0,0,0
"snR44",92,150,59,54,65,47
"YLR367W",319,551,329,194,291,177
"YLR309C",2553,3765,2980,1908,2180,1834
"YLR299W",1296,1905,1333,887,1107,1186
"YLR224W",1456,1976,1489,928,1142,1043
"YLR029C",1461,2702,1416,1255,1322,1233
"YLR373C",1864,1798,1591,1012,1168,1172
"YLR092W",882,1020,797,617,588,638
"YLL018C-A",768,1072,799,520,597,712
"RDN25-2",0,0,0,0,0,0
"YLR066W",171,259,224,168,195,100
"RDN58-1",0,0,0,0,0,0
"YLR146W-A",90,171,119,58,117,42
"YLR175W",1189,1816,1260,875,1032,999
"YLR402W",174,278,176,129,150,149
"YLR158C",0,0,0,0,0,0
"YLL051C",1862,2770,1964,1487,1496,1573
"YLR314C",717,951,700,613,499,613
"YLR438C-A",1123,1711,1182,664,1054,625
"YLR209C",141,177,104,116,104,130
"YLR019W",3120,4174,3433,2016,2398,2164
"YLR123C",10,17,5,4,4,4
"YLR353W",468,640,347,342,392,390
"YLR361C",708,873,739,462,530,575
"YLL033W",133,214,108,86,128,104
"YLR389C",5494,6152,4521,3403,3253,4010
"YLR438W",1347,1679,1357,966,1099,965
"YLR290C",1421,1773,926,718,836,834
"YLR270W",6660,7513,5726,3631,4005,4712
"YLR194C",15900,15322,14093,11773,14501,10565
"YLR006C",2987,3349,2908,1913,2011,1864
"YLR223C",3046,4188,3499,2028,2416,2081
"YLR195C",1076,1346,1036,647,760,541
"YLL016W",2106,3096,1741,1269,1409,1693
"YLL067W-A",0,0,0,0,0,0
"YLR398C",2114,2455,2114,1431,1441,1420
"YLR418C",1104,1367,856,581,778,734
"YLR010C",156,265,152,103,114,61
"YLR307W",136,175,111,68,101,84
"YLR356W",4741,5745,3901,2832,3263,3915
"YLR431C",1333,1910,1286,930,1107,972
"YLR109W",17200,22636,19154,9555,12841,13654
"tI(UAU)L",2,1,2,0,0,0
"YLR364W",189,270,187,134,154,121
"YLR106C",3780,5527,3696,3085,3013,3213
"YLR083C",674,991,672,558,486,499
"YLR274W",354,643,430,370,364,393
"YLR413W",784,856,480,579,465,582
"YLR412C-A",6,2,0,0,0,1
"YLR340W",665,1150,677,538,644,695
"YLR055C",1076,1207,1107,703,679,760
"YLR254C",878,1202,860,499,740,475
"YLL017W",217,298,227,154,133,164
"YLR121C",3613,4440,3321,2499,2768,2452
"tA(AGC)L",0,2,0,0,0,0
"YLL042C",69,102,27,32,35,30
"YLR157W-D",0,0,0,0,0,0
"YLR211C",869,1446,807,493,735,501
"YLR400W",12,17,14,15,0,8
"YLR105C",682,990,640,493,472,477
"YLR142W",3784,4620,3564,2777,3125,2068
"YLR376C",237,446,214,219,241,159
"YLR318W",410,592,359,322,357,293
"YLR239C",746,861,781,469,544,487
"YLR262C-A",208,343,211,109,206,91
"tE(UUC)L",2,4,3,2,0,2
"YLL037W",3,3,3,1,1,1
"YLR452C",412,461,344,294,303,239
"YLR372W",134,201,148,99,134,91
"YLR154W-C",0,0,0,0,0,0
"ETS2-1",0,0,0,0,0,0
"YLR363C",372,562,334,251,253,227
"YLR207W",1254,1597,1206,884,880,984
"YLR312W-A",866,1139,796,519,619,493
"YLR188W",688,940,654,427,494,486
"YLR011W",248,448,289,171,209,246
"YLR159W",0,0,0,0,0,0
"YLR328W",1111,1366,838,704,669,777
"YLR171W",5,8,2,6,1,3
"YLR241W",3688,4272,2941,2457,2319,2694
"YLR245C",113,183,121,87,109,69
"YLR360W",713,871,609,422,487,405
"snR30",34,51,40,29,32,30
"YLR205C",6772,9303,5748,4618,4952,4965
"RDN25-1",0,0,0,0,0,0
"YLR161W",0,0,0,0,0,0
"YLR287C",885,1126,689,523,553,497
"YLR366W",1,2,1,2,1,0
"YLR410W",3821,4629,2869,2576,2393,3178
"YLR230W",105,136,113,72,72,80
"YLR097C",427,713,474,330,307,359
"YLR397C",833,1206,830,562,680,596
"YLR120C",16331,17059,10995,10159,10084,10784
"YLR335W",1497,1896,1405,1038,1121,1162
"YLR399C",3022,3921,3154,2006,2358,2027
"YLL044W",2,0,0,2,0,0
"YLR453C",214,357,336,151,201,135
"YLL057C",745,739,946,395,661,528
"YLR388W",294,553,354,227,310,214
"YLR249W",8481,12634,9630,6694,7137,7179
"YLR151C",433,674,338,308,281,293
"YLR260W",1130,1358,1207,733,871,774
"YLL010C",1134,1446,972,688,771,875
"YLR133W",1438,1797,1745,882,1079,996
"YLR329W",126,146,72,54,74,87
"snR6",0,0,0,1,2,1
"YLL011W",696,1163,786,544,605,517
"YLR384C",2063,2774,1963,1552,1428,1647
"YLR203C",1200,1645,1228,890,874,835
"YLR156C-A",0,0,0,0,0,0
"YLR394W",560,601,410,338,346,398
"YLR021W",186,286,258,110,150,118
"YLR331C",1,1,1,1,1,1
"YLR450W",1554,1654,1245,999,891,1186
"YLR140W",23,34,26,23,7,23
"YLR157W-E",0,2,0,0,0,0
"YLR390W",377,429,345,229,254,329
"YLR291C",720,995,630,447,494,465
"RDN5-4",0,0,0,0,0,0
"YLR408C",911,1585,855,517,817,417
"YLR240W",1328,1669,1232,830,899,1038
"YLR018C",1159,1609,1437,745,1017,732
"YLR344W",1035,1787,967,768,919,824
"YLR412W",427,710,428,321,357,481
"YLR447C",1877,2297,1570,1120,1403,1336
"YLR361C-A",311,794,435,274,346,214
"YLR112W",45,80,46,19,44,33
"YLR435W",295,592,338,223,330,150
"YLR084C",75,101,68,60,84,57
"snR34",8,8,1,4,8,6
"YLR091W",237,316,205,150,160,157
"YLR275W",1047,1691,1097,595,869,580
"YLR102C",736,1039,776,591,660,545
"YLR263W",309,516,380,280,258,262
"YLR379W",113,108,75,50,66,57
"tL(UAG)L1",4,7,2,5,0,2
"YLR459W",573,753,565,398,448,477
"YLR316C",197,257,169,113,168,140
"YLR277C",432,616,397,294,288,341
"tP(UGG)L",1,0,0,0,0,0
"YLR229C",252,343,222,162,183,186
"YLR120W-A",30,36,20,24,23,19
"YLR048W",822,1198,806,684,620,742
"YLL059C",125,150,102,49,56,88
"YLR238W",805,1160,792,631,627,520
"YLR283W",185,268,158,113,151,120
"YLR298C",547,880,639,449,523,451
"YLR232W",2,3,0,0,0,2
"YLR086W",944,1381,1018,725,672,717
"YLR053C",276,509,567,213,392,150
"YLL041C",3868,5025,2683,2295,2045,2945
"YLR330W",6164,8338,6237,4461,4706,4826
"YLR244C",760,1053,712,604,609,576
"YLR299C-A",0,0,0,0,0,0
"YLL019W-A",0,0,0,0,0,0
"YLR258W",4129,4503,3470,2290,2549,3414
"YLR174W",2266,3914,1410,1812,1231,1765
"YLR444C",0,0,0,0,0,0
"YLR315W",46,92,64,37,50,50
"YLR374C",58,51,58,33,24,33
"YLR154W-F",0,0,0,0,0,0
"tR(ACG)L",0,0,0,0,1,0
"YLR172C",707,1155,723,518,608,581
"YLR273C",754,925,505,575,475,667
"tK(UUU)L",4,3,5,1,0,0
"YLL012W",125,280,160,146,106,128
"YLR022C",405,506,389,254,300,223
"YLR382C",799,911,612,474,498,551
"YLR041W",86,88,55,52,52,51
"YLR466C-A",0,0,0,0,0,0
"YLR268W",978,1126,1025,585,686,692
"YLR420W",1046,1141,1033,579,702,680
"ITS1-1",0,0,0,0,0,0
"YLR137W",171,295,154,119,144,139
"YLR087C",1337,1900,1199,967,886,1206
"YLL049W",197,353,236,126,160,135
"tL(CAA)L",24,60,34,24,50,6
"RDN37-1",0,0,0,0,0,0
"YLR426W",420,642,400,298,364,288
"YLL035W",403,508,445,282,360,232
"YLL009C",652,1421,911,465,701,311
"YLR036C",261,490,325,197,230,158
"YLR118C",1767,1927,1520,868,987,1114
"ETS1-2",1,1,2,0,1,0
"YLR406C",265,483,301,212,230,240
"ITS1-2",0,0,0,0,0,0
"YLR136C",1349,2468,1445,1372,1334,1151
"YLR385C",29,67,57,28,40,35
"YLR281C",15,40,17,10,12,12
"YLR138W",4275,5576,3693,3272,3137,3048
"YLL019C",11142,14632,10111,7940,7856,9007
"YLR284C",771,1267,618,437,531,505
"YLR295C",1405,1975,1413,896,1066,1048
"YLR307C-A",1342,3367,1513,1070,1511,1146
"YLR349W",54,70,49,44,28,25
"YLR248W",6736,8392,6270,4817,4794,5659
"YLL006W-A",16,7,1,3,9,3
"YLR127C",1313,1510,1175,786,761,850
"YLR002C",629,875,640,482,498,421
"YLR168C",1232,1345,1155,642,874,565
"YLR342W-A",8,22,13,11,10,13
"YLR031W",557,593,411,307,344,321
"RDN5-3",0,0,0,0,0,0
"YLR189C",4151,5307,4051,2784,2950,3210
"YLR358C",27,37,25,8,8,14
"YLR134W",185,181,135,62,82,108
"YLR051C",466,1014,600,353,459,235
"YLR466C-B",6,3,2,0,1,2
"YLR215C",541,844,614,517,531,474
"YLR206W",8334,11386,7734,6018,5822,6821
"tI(AAU)L2",0,0,0,0,0,0
"YLR201C",1066,1082,777,553,646,780
"YLL018C",5117,7541,5021,4036,3837,4779
"YLL025W",127,139,69,62,72,77
"YLR392C",1389,1747,1044,886,996,922
"YLR063W",168,263,174,142,142,123
"tA(UGC)L",0,0,1,1,2,0
"YLR124W",31,40,29,31,21,21
"YLR350W",6620,6506,4295,3652,3816,4213
"YLR312C",9436,15706,6790,5717,6640,5104
"YLR204W",588,799,715,396,576,402
"YLL007C",428,507,283,224,278,251
"YLR141W",265,548,319,212,282,196
"tD(GUC)L1",0,0,0,0,0,0
"YLL038C",321,495,374,266,286,278
"YLR257W",12251,12511,8899,6858,7316,7884
"YLR108C",2300,2688,2761,1048,1549,1291
"YLR163W-A",0,0,0,0,0,0
"YLR416C",55,54,59,42,41,49
"YLR375W",2092,2171,1797,1149,1306,1412
"YLR287C-A",1837,3473,1625,1239,1827,1186
"YLR154W-E",0,0,0,0,0,0
"YLR155C",0,0,0,0,0,0
"tS(AGA)L",0,0,0,0,3,0
"YLR003C",368,524,363,314,316,261
"YLR221C",351,595,324,278,323,226
"YLR355C",6462,8943,5097,4275,4100,6046
"YLR464W",2,0,0,0,0,1
"YLR446W",440,554,379,255,303,314
"YLR237W",869,1239,943,565,731,672
"YLR441C",1709,2855,1464,1130,1414,1164
"YLR178C",8219,9402,5562,4264,4342,6571
"YLR028C",9427,11597,7540,5220,5852,7490
"YLR043C",2806,3676,2048,1315,1679,1362
"YLR218C",251,335,242,225,183,168
"YLR243W",596,847,532,403,484,444
"YLR148W",801,1107,846,527,602,588
"YLR162W-A",2,8,3,2,2,0
"YLR462W",1,2,2,1,0,3
"RDN37-2",0,0,0,0,0,0
"YLR095C",1379,1630,1526,930,943,893
"YLR199C",763,951,655,413,547,530
"YLR154W-A",0,0,0,0,0,0
"YLR154C",188,288,163,140,147,135
"YLL064C",1,0,1,0,0,0
"YLR461W",0,8,5,2,10,4
"tL(UAA)L",0,0,0,0,0,0
"YLR265C",409,728,380,238,311,293
"YLR428C",1,0,1,2,0,1
"YLR242C",110,132,115,72,79,75
"YLR351C",1285,1598,1162,818,890,956
"YLR306W",111,195,93,49,100,72
"YLR130C",5638,6821,4339,4047,3074,3731
"YLL028W",750,1371,1041,545,718,664
"YLR183C",39,49,22,34,62,34
"tR(CCG)L",0,0,0,0,0,0
"YLR042C",401,555,388,374,313,342
"YLR396C",411,480,368,278,254,272
"YLR122C",24,49,30,13,31,18
"YLR326W",1270,1658,1419,685,958,727
"YLR024C",1394,1706,922,856,854,1032
"YLR442C",595,997,624,476,549,467
"YLR380W",1265,1438,1414,764,942,813
"YLR061W",8,7,5,16,6,10
"YLR386W",522,662,443,321,397,353
"YLR387C",1813,2588,2046,1315,1465,1331
"YLR422W",2038,2193,1375,1139,1123,1468
"YLR354C",2608,4073,2669,1820,2124,2260
"YLR434C",66,88,59,45,52,39
"YLL039C",11973,15842,10251,7728,8696,8328
"YLR149C",10022,12564,7540,6059,5842,7341
"YLR208W",1236,1469,1131,748,785,877
"RDN5-6",0,0,0,4,2,2
"YLR115W",730,950,793,454,461,539
"YLR005W",2179,2965,1737,1306,1515,1452
"YLR147C",505,736,551,374,452,327
"YLR076C",6,4,2,1,0,2
"YLR162W",23,43,23,13,19,29
"YLR451W",832,1129,722,594,543,778
"YLR212C",203,261,137,142,103,128
"YLR454W",6623,8221,4498,3819,3802,4965
"YLR437C-A",7,3,6,2,4,3
"YLR064W",1049,1111,871,551,615,743
"YLR132C",375,528,455,217,253,239
"YLR182W",459,716,518,462,496,439
"YLR038C",1238,2179,1017,717,898,687
"YLR107W",8729,10184,5581,3858,4645,3726
"YLR139C",639,891,573,431,447,458
"YLR305C",1048,1331,951,768,622,986
"YLR339C",2,5,10,5,10,2
"YLR062C",6,6,4,0,1,3
"YLR334C",7,23,20,14,17,10
"YLL002W",72,77,71,34,58,26
"YLR070C",1878,2231,1655,1112,1205,1265
"YLR157C",0,0,0,0,0,0
"YLR226W",557,638,562,295,386,338
"YLL048C",3736,4607,2753,2110,2050,2797
"YLL024C",4925,4588,4512,2356,2764,4121
"YLR009W",735,1527,1046,718,848,606
"YLR057W",647,735,536,447,390,377
"YLR348C",565,791,405,314,373,288
"YLR439W",637,768,577,493,468,449
"YLR236C",23,36,19,10,18,20
"YLR345W",6582,8636,4955,4157,4177,5207
"YLR050C",89,128,49,35,45,47
"YLR332W",900,1191,950,835,834,763
"YLR369W",3341,4156,3650,2209,2630,2188
"YLL065W",0,0,2,0,0,0
"tX(XXX)L",11,13,11,13,14,14
"RDN5-1",4,0,0,0,0,0
"YLR417W",5650,7236,5574,3812,4312,3919
"YLR179C",485,529,345,313,285,392
"YLR013W",7,7,8,6,7,0
"YLR116W",1804,2391,1818,1206,1247,1203
"YLR371W",2132,2771,2294,1442,1571,1604
"YLR222C",507,784,573,494,456,417
"YLR365W",8,15,2,3,7,2
"YLR440C",886,1404,717,643,794,734
"YLR059C",524,699,628,305,453,396
"YLR165C",399,597,356,238,254,253
"YLR421C",1104,1438,1033,597,824,655
"YLL027W",1955,2158,1348,1074,989,1115
"YLR292C",1940,2622,1419,995,1412,783
"YLR034C",1843,2652,1678,1136,1299,1596
"YLR016C",589,935,656,391,508,405
"YLR255C",35,58,37,38,21,30
"YLR297W",1469,1915,1127,627,908,766
"YLR225C",2784,3200,4259,1524,2404,1322
"YLR047C",1493,1991,1371,1065,1142,1196
"YLL022C",778,1059,754,504,529,556
"tI(AAU)L1",0,0,2,2,0,4
"YLR395C",2113,2361,1583,1100,1287,1219
"YLL067C",9,10,7,5,6,3
"YLR359W",1103,1488,1180,650,846,771
"YLR456W",169,307,152,126,143,79
"YLR067C",346,505,313,245,235,262
"RDN58-2",0,0,0,0,0,0
"YLR040C",1730,2211,1563,1408,1208,1490
"YLL013C",1120,1922,1125,999,1024,1088
"YLR320W",481,796,588,411,404,416
"YLL045C",546,870,541,409,509,433
"YLR352W",924,1198,786,623,575,646
"YLR160C",0,0,0,0,0,0
"YLR071C",1489,1801,1129,956,991,1090
"YLR286C",7702,6888,5419,3938,4400,5129
"YLR037C",155,158,73,93,68,115
"YLL004W",137,216,184,98,132,106
"YLR100W",1383,1581,966,811,836,802
"YLR088W",571,707,496,378,347,429
"YLR216C",2012,2587,2342,1315,1578,1984
"YLL040C",7864,9236,6390,4580,4723,6097
"YLR154C-G",0,0,0,0,0,0
"YLR410W-B",158,170,308,154,140,170
"YLR410W-A",0,0,0,0,0,0
"YLR157C-A",0,0,0,0,0,0
"YLR256W-A",9,4,6,2,7,7
"YLR035C-A",2,2,4,2,0,2
"YLR227W-A",0,0,0,0,0,0
"YLR157C-B",0,0,1,1,0,0
"YLR227W-B",0,2,5,2,4,6
"YPL071C",715,935,1061,475,645,397
"YPL208W",96,98,82,58,58,65
"YPL102C",23,50,59,9,15,8
"YPL217C",2154,3560,2513,1942,1883,1681
"YPL197C",6,10,8,10,3,6
"YPR139C",720,946,740,442,553,509
"YPR169W",1655,2006,1632,1028,1094,1196
"YPL257W",324,460,321,202,215,197
"snR41",51,48,43,25,20,30
"YPL009C",1805,2656,2018,1264,1488,1500
"YPL183C",601,758,625,414,437,385
"YPR065W",4468,4848,6473,2426,3470,2887
"YPR099C",50,68,37,33,23,37
"YPR032W",1820,2243,1762,1158,1284,1270
"tM(CAU)P",0,2,0,2,0,0
"YPR194C",454,508,344,239,261,334
"YPL084W",2625,3119,2243,1616,1477,1973
"YPR101W",1016,1202,725,535,604,405
"YPL179W",5163,6897,4831,3356,3783,3726
"YPL224C",1200,1530,911,678,704,757
"tG(GCC)P2",1,2,2,0,0,1
"snR17b",4,12,2,4,4,8
"YPR204W",130,120,100,72,40,103
"YPR103W",3702,4409,2986,1938,2412,2371
"YPR155C",1975,2279,1517,1147,1067,1436
"YPL250W-A",0,0,0,0,0,0
"YPL244C",773,1124,684,490,533,461
"YPR141C",432,502,442,334,388,218
"YPL275W",22,35,12,23,6,17
"YPR156C",1926,2114,1356,1078,1048,1474
"YPL240C",18794,23290,19360,11077,14469,14569
"YPR188C",430,674,392,294,331,283
"YPL111W",1914,2304,2031,1217,1508,1149
"YPR119W",20,38,32,25,38,29
"YPL192C",52,59,38,45,32,40
